,p-value,cell.line,DIP1,DIP2,div1,div2,dth1,dth2
158,0.03535578673399693,PC9.DS8,0.0009,0.0063,0.026,0.027999999999999997,0.025099999999999997,0.021699999999999997
159,0.06787663601006434,PC9.DS8,0.0009,0.0065,0.026,0.027999999999999997,0.025099999999999997,0.0215
160,0.00038115272208660866,PC9.DS8,0.0009,0.006699999999999999,0.026,0.027999999999999997,0.025099999999999997,0.0213
161,0.25003704610306515,PC9.DS8,0.0009,0.0069,0.026,0.027999999999999997,0.025099999999999997,0.021099999999999997
162,0.007177711258447137,PC9.DS8,0.0009,0.0070999999999999995,0.026,0.027999999999999997,0.025099999999999997,0.0209
163,0.01657643236339339,PC9.DS8,0.0009,0.0073,0.026,0.027999999999999997,0.025099999999999997,0.020699999999999996
164,0.02697727479461783,PC9.DS8,0.0009,0.0075,0.026,0.027999999999999997,0.025099999999999997,0.020499999999999997
165,0.0025470160922150633,PC9.DS8,0.0011,0.0055,0.026,0.027999999999999997,0.0249,0.0225
166,0.0049829709511314,PC9.DS8,0.0011,0.005699999999999999,0.026,0.027999999999999997,0.0249,0.022299999999999997
167,0.004379504432546173,PC9.DS8,0.0011,0.0059,0.026,0.027999999999999997,0.0249,0.022099999999999998
168,0.02094338338567002,PC9.DS8,0.0011,0.0060999999999999995,0.026,0.027999999999999997,0.0249,0.021899999999999996
169,5.249789231507095e-05,PC9.DS8,0.0011,0.0063,0.026,0.027999999999999997,0.0249,0.021699999999999997
170,0.007842081289048182,PC9.DS8,0.0011,0.0065,0.026,0.027999999999999997,0.0249,0.0215
171,0.00046117864926103737,PC9.DS8,0.0011,0.006699999999999999,0.026,0.027999999999999997,0.0249,0.0213
172,0.04819363501866242,PC9.DS8,0.0011,0.0069,0.026,0.027999999999999997,0.0249,0.021099999999999997
173,0.0007868213902444508,PC9.DS8,0.0011,0.0070999999999999995,0.026,0.027999999999999997,0.0249,0.0209
174,0.07525353867021067,PC9.DS8,0.0011,0.0073,0.026,0.027999999999999997,0.0249,0.020699999999999996
175,0.01467635122578199,PC9.DS8,0.0011,0.0075,0.026,0.027999999999999997,0.0249,0.020499999999999997
176,0.000728997035999523,PC9.DS8,0.0013,0.0055,0.026,0.027999999999999997,0.0247,0.0225
177,0.00100083057339565,PC9.DS8,0.0013,0.005699999999999999,0.026,0.027999999999999997,0.0247,0.022299999999999997
178,0.008751229701259433,PC9.DS8,0.0013,0.0059,0.026,0.027999999999999997,0.0247,0.022099999999999998
179,0.004365693700453401,PC9.DS8,0.0013,0.0060999999999999995,0.026,0.027999999999999997,0.0247,0.021899999999999996
180,0.03430809704519332,PC9.DS8,0.0013,0.0063,0.026,0.027999999999999997,0.0247,0.021699999999999997
181,0.033430382302599905,PC9.DS8,0.0013,0.0065,0.026,0.027999999999999997,0.0247,0.0215
182,0.014196682197852981,PC9.DS8,0.0013,0.006699999999999999,0.026,0.027999999999999997,0.0247,0.0213
183,0.009088444204970389,PC9.DS8,0.0013,0.0069,0.026,0.027999999999999997,0.0247,0.021099999999999997
184,0.0003293910882550241,PC9.DS8,0.0013,0.0070999999999999995,0.026,0.027999999999999997,0.0247,0.0209
185,0.016394867413200256,PC9.DS8,0.0013,0.0073,0.026,0.027999999999999997,0.0247,0.020699999999999996
186,0.00918012049425129,PC9.DS8,0.0013,0.0075,0.026,0.027999999999999997,0.0247,0.020499999999999997
187,1.6089782470616405e-05,PC9.DS8,0.0015,0.0055,0.026,0.027999999999999997,0.024499999999999997,0.0225
188,0.001075742323649898,PC9.DS8,0.0015,0.005699999999999999,0.026,0.027999999999999997,0.024499999999999997,0.022299999999999997
189,0.0010376552940322321,PC9.DS8,0.0015,0.0059,0.026,0.027999999999999997,0.024499999999999997,0.022099999999999998
190,6.323244315391345e-07,PC9.DS8,0.0015,0.0060999999999999995,0.026,0.027999999999999997,0.024499999999999997,0.021899999999999996
191,4.4169911214887226e-05,PC9.DS8,0.0015,0.0063,0.026,0.027999999999999997,0.024499999999999997,0.021699999999999997
192,0.0032096782302759226,PC9.DS8,0.0015,0.0065,0.026,0.027999999999999997,0.024499999999999997,0.0215
193,0.00026791620088025144,PC9.DS8,0.0015,0.006699999999999999,0.026,0.027999999999999997,0.024499999999999997,0.0213
194,8.29513831109852e-06,PC9.DS8,0.0015,0.0069,0.026,0.027999999999999997,0.024499999999999997,0.021099999999999997
195,0.0013061980884607673,PC9.DS8,0.0015,0.0070999999999999995,0.026,0.027999999999999997,0.024499999999999997,0.0209
196,0.009198620736195352,PC9.DS8,0.0015,0.0073,0.026,0.027999999999999997,0.024499999999999997,0.020699999999999996
197,0.0026129554190155264,PC9.DS8,0.0015,0.0075,0.026,0.027999999999999997,0.024499999999999997,0.020499999999999997
198,1.3733331916855012e-05,PC9.DS8,0.0005,0.0055,0.026,0.028999999999999998,0.0255,0.0235
199,4.086198468216541e-05,PC9.DS8,0.0005,0.005699999999999999,0.026,0.028999999999999998,0.0255,0.023299999999999998
200,0.0006107510227801212,PC9.DS8,0.0005,0.0059,0.026,0.028999999999999998,0.0255,0.0231
201,8.4008633585355e-06,PC9.DS8,0.0005,0.0060999999999999995,0.026,0.028999999999999998,0.0255,0.022899999999999997
202,0.0004924308288898179,PC9.DS8,0.0005,0.0063,0.026,0.028999999999999998,0.0255,0.022699999999999998
203,0.00394935381646866,PC9.DS8,0.0005,0.0065,0.026,0.028999999999999998,0.0255,0.0225
204,0.04253924910126809,PC9.DS8,0.0005,0.006699999999999999,0.026,0.028999999999999998,0.0255,0.0223
205,0.0006910406228029922,PC9.DS8,0.0005,0.0069,0.026,0.028999999999999998,0.0255,0.022099999999999998
206,0.00010050242124087379,PC9.DS8,0.0005,0.0070999999999999995,0.026,0.028999999999999998,0.0255,0.0219
207,0.003208730977735859,PC9.DS8,0.0005,0.0073,0.026,0.028999999999999998,0.0255,0.021699999999999997
208,0.0017010443237224161,PC9.DS8,0.0005,0.0075,0.026,0.028999999999999998,0.0255,0.0215
209,3.934450535374961e-05,PC9.DS8,0.0007,0.0055,0.026,0.028999999999999998,0.0253,0.0235
210,0.010311988542354688,PC9.DS8,0.0007,0.005699999999999999,0.026,0.028999999999999998,0.0253,0.023299999999999998
211,0.0019607945695719648,PC9.DS8,0.0007,0.0059,0.026,0.028999999999999998,0.0253,0.0231
212,0.007922371555696178,PC9.DS8,0.0007,0.0060999999999999995,0.026,0.028999999999999998,0.0253,0.022899999999999997
213,0.0006173472795114331,PC9.DS8,0.0007,0.0063,0.026,0.028999999999999998,0.0253,0.022699999999999998
214,0.05404290904794279,PC9.DS8,0.0007,0.0065,0.026,0.028999999999999998,0.0253,0.0225
215,0.00267954321184862,PC9.DS8,0.0007,0.006699999999999999,0.026,0.028999999999999998,0.0253,0.0223
216,0.06641736009538671,PC9.DS8,0.0007,0.0069,0.026,0.028999999999999998,0.0253,0.022099999999999998
217,0.0025923011567377616,PC9.DS8,0.0007,0.0070999999999999995,0.026,0.028999999999999998,0.0253,0.0219
218,0.00237103846115416,PC9.DS8,0.0007,0.0073,0.026,0.028999999999999998,0.0253,0.021699999999999997
219,0.0006127443652993644,PC9.DS8,0.0007,0.0075,0.026,0.028999999999999998,0.0253,0.0215
220,0.0012953666055711324,PC9.DS8,0.0009,0.0055,0.026,0.028999999999999998,0.025099999999999997,0.0235
221,0.003422209885923692,PC9.DS8,0.0009,0.005699999999999999,0.026,0.028999999999999998,0.025099999999999997,0.023299999999999998
222,0.0010891186176680988,PC9.DS8,0.0009,0.0059,0.026,0.028999999999999998,0.025099999999999997,0.0231
223,0.028445314008660794,PC9.DS8,0.0009,0.0060999999999999995,0.026,0.028999999999999998,0.025099999999999997,0.022899999999999997
224,0.0013196143387557426,PC9.DS8,0.0009,0.0063,0.026,0.028999999999999998,0.025099999999999997,0.022699999999999998
225,0.004379504432546173,PC9.DS8,0.0009,0.0065,0.026,0.028999999999999998,0.025099999999999997,0.0225
226,0.0003274580477989156,PC9.DS8,0.0009,0.006699999999999999,0.026,0.028999999999999998,0.025099999999999997,0.0223
227,0.0008721831098695779,PC9.DS8,0.0009,0.0069,0.026,0.028999999999999998,0.025099999999999997,0.022099999999999998
228,0.013582572010991174,PC9.DS8,0.0009,0.0070999999999999995,0.026,0.028999999999999998,0.025099999999999997,0.0219
