,p-value,cell.line,DIP Rate,Division Rate,Death Rate,param.pair,Cell Line
135,0.00015097884886481068,not.assigned,0.0005,0.021,0.0205,135,not.assigned
136,0.00016187651685236904,not.assigned,0.0005,0.021,0.0205,136,not.assigned
137,8.44834393116643e-05,not.assigned,0.0005,0.021,0.0205,137,not.assigned
138,0.04314433088201673,not.assigned,0.0005,0.021,0.0205,138,not.assigned
139,0.0014339308874994404,not.assigned,0.0005,0.021,0.0205,139,not.assigned
140,5.033445691975162e-05,not.assigned,0.0005,0.021,0.0205,140,not.assigned
141,0.00024876971848651874,not.assigned,0.0005,0.021,0.0205,141,not.assigned
142,0.0003231398963540418,not.assigned,0.0005,0.021,0.0205,142,not.assigned
143,3.2312176894928804e-05,not.assigned,0.0007,0.021,0.020300000000000002,143,not.assigned
144,0.01867058007673223,not.assigned,0.0007,0.021,0.020300000000000002,144,not.assigned
145,0.0008043968996046981,not.assigned,0.0007,0.021,0.020300000000000002,145,not.assigned
146,0.009663210030581064,not.assigned,0.0007,0.021,0.020300000000000002,146,not.assigned
147,0.007169421888119025,not.assigned,0.0007,0.021,0.020300000000000002,147,not.assigned
148,0.0006910406228029922,not.assigned,0.0007,0.021,0.020300000000000002,148,not.assigned
149,8.077891307538404e-05,not.assigned,0.0007,0.021,0.020300000000000002,149,not.assigned
150,0.005912588987111616,not.assigned,0.0007,0.021,0.020300000000000002,150,not.assigned
151,0.004672178708484924,not.assigned,0.0007,0.021,0.020300000000000002,151,not.assigned
152,0.0044658413908018335,not.assigned,0.0007,0.021,0.020300000000000002,152,not.assigned
153,0.0004999143010580846,not.assigned,0.0007,0.021,0.020300000000000002,153,not.assigned
154,0.0029643803621606474,not.assigned,0.0009,0.021,0.0201,154,not.assigned
155,6.842390955009627e-05,not.assigned,0.0009,0.021,0.0201,155,not.assigned
156,0.008503306503809338,not.assigned,0.0009,0.021,0.0201,156,not.assigned
157,0.04662120509888481,not.assigned,0.0009,0.021,0.0201,157,not.assigned
158,1.2893028650076338e-05,not.assigned,0.0009,0.021,0.0201,158,not.assigned
159,0.0006840343153691937,not.assigned,0.0009,0.021,0.0201,159,not.assigned
160,0.0026085655725586114,not.assigned,0.0009,0.021,0.0201,160,not.assigned
161,0.009411724194662303,not.assigned,0.0009,0.021,0.0201,161,not.assigned
162,0.0003764593212257074,not.assigned,0.0009,0.021,0.0201,162,not.assigned
163,0.009423276556075532,not.assigned,0.0009,0.021,0.0201,163,not.assigned
164,0.0015304031923108596,not.assigned,0.0009,0.021,0.0201,164,not.assigned
165,0.000887377440005377,not.assigned,0.0011,0.021,0.0199,165,not.assigned
166,0.005195547496698738,not.assigned,0.0011,0.021,0.0199,166,not.assigned
167,0.0013642821673796168,not.assigned,0.0011,0.021,0.0199,167,not.assigned
168,0.0018367849922311412,not.assigned,0.0011,0.021,0.0199,168,not.assigned
169,0.01948496355925672,not.assigned,0.0011,0.021,0.0199,169,not.assigned
170,0.0008785374609312604,not.assigned,0.0011,0.021,0.0199,170,not.assigned
