,Type,Percent Resistant,Cells per Well,Wells per Plate,DIP Rates
228,resistant,0.100000,25,384,"[ 0.03529015  0.03401332  0.03793085  0.03598304  0.03533771  0.0344869
  0.0343028   0.03551774  0.03434998  0.03618527  0.0334974   0.0356345
  0.03524915  0.03545299  0.03611633  0.03555828  0.03490659  0.0357362
  0.03724336  0.03559585  0.03511349  0.03355313  0.03826744  0.03639052
  0.03509051  0.03433351  0.04721952  0.03345857  0.03354737  0.02966066
  0.03474118  0.03274619  0.03446857  0.03506218  0.03525372  0.0355305
  0.03409788  0.03580702  0.03489954  0.03651566  0.0333693   0.03501259
  0.03197361  0.03397537  0.03797044  0.03456251  0.03578694  0.03380509
  0.03522612  0.03428843  0.03535647  0.03350789  0.03559337  0.03672737
  0.03495504  0.03526315  0.03627223  0.03542419  0.03471415  0.03490606
  0.03516201  0.03407067  0.03527758  0.03479426  0.0348157   0.03343978
  0.03445204  0.03633919  0.03469899  0.03397795  0.03520294  0.03495207
  0.0361184   0.0334158   0.03379456  0.03502983  0.0344967   0.03482844
  0.03442509  0.02844217  0.03471768  0.03395992  0.0356541   0.03428689
  0.03399912  0.03528081  0.03681462  0.03507213  0.03212334  0.03559314
  0.03531793  0.03507022  0.03737928  0.0337995   0.0357464   0.03529488
  0.03570425  0.03504955  0.03415023  0.03464545  0.03639957  0.03541993
  0.03561761  0.03448558  0.03521001  0.03342268  0.03495134  0.03542902
  0.03440093  0.03536026  0.03351369  0.03476856  0.03465956  0.03507739
  0.03485057  0.03436136  0.03370765  0.03346078  0.03390566  0.03429735
  0.03481381  0.03510354  0.03483638  0.03450937  0.03412338  0.03710598
  0.0343148   0.03354972  0.03560657  0.0356242   0.03592317  0.03538635
  0.03310046  0.03547954  0.03424786  0.03527267  0.03354725  0.03612019
  0.03507977  0.03327946  0.03431488  0.03495837  0.03537081  0.03357169
  0.03618986  0.0353884   0.03553082  0.03572224  0.03426436  0.03495241
  0.03575608  0.03538316  0.03633691  0.03551515  0.03327617  0.03417626
  0.03547448  0.03578438  0.03415388  0.03646912  0.0362083   0.03512448
  0.0353009   0.0349622   0.03485408  0.03497562  0.03469515  0.03516598
  0.03244981  0.03653532  0.03523348  0.03429598  0.03484044  0.03351518
  0.03236857  0.03670011  0.03615275  0.0357492   0.03716484  0.03468257
  0.03422138  0.03597278  0.0360544   0.03557337  0.03721607  0.03353788
  0.03500903  0.03407945  0.03460345  0.03167291  0.03515813  0.0348748
  0.03657746  0.03599094  0.03458297  0.03666373  0.03565683  0.035395
  0.03447223  0.03615111  0.03516093  0.03665868  0.03570074  0.03640935
  0.01332669  0.03315463  0.03519302  0.02965091  0.03507394  0.03569832
  0.03620787  0.0353756   0.03462588  0.03557197  0.03438307  0.03500164
  0.03446676  0.03490668  0.03521892  0.03577556  0.03209288  0.03557067
  0.03345751  0.03462334  0.03678446  0.03388874  0.03635536  0.03541019
  0.03591822  0.03462335  0.03391682  0.03496811  0.03593558  0.03493543
  0.03278904  0.036388    0.03470586  0.03317832  0.03524606  0.03488748
  0.03523578  0.03423977  0.03441789  0.03541206  0.03382379  0.03410355
  0.0355744   0.0357835   0.03618835  0.03507751  0.03558056  0.03449674
  0.03532229  0.03592587  0.03471602  0.03599501  0.03396722  0.03380156
  0.03606176  0.03454718  0.03647565  0.03428886  0.03388621  0.03463314
  0.03235807  0.03493111  0.03411592  0.03513328  0.03594489  0.03580167
  0.03503911  0.03652665  0.03280262  0.03477902  0.0353289   0.03694865
  0.0327377   0.03571726  0.03506884  0.03294259  0.03572373  0.03589405
  0.03464551  0.03486425  0.03596026  0.03306327  0.03603011  0.03419354
  0.03433452  0.03452403  0.03491676  0.03527619  0.03377702  0.03336894
  0.03523964  0.03508144  0.03451221  0.03456022  0.03634422  0.03518738
  0.03485393  0.03384052  0.03458474  0.0358318   0.0348501   0.03580908
  0.03466111  0.03223559  0.03487545  0.03521664  0.03451011  0.03489547
  0.03600033  0.03386289  0.03493698  0.03709456  0.03333069  0.02794278
  0.0324613   0.03528368  0.0350799   0.03605728  0.03455039  0.03448487
  0.03663941  0.0351503   0.03261331  0.0345674   0.03400087  0.03513461
  0.03556522  0.03411653  0.03431237  0.03479168  0.03354641  0.03515579
  0.03486722  0.03529646]"
229,resistant,0.010000,1,384,[ 0.0362064   0.03526574]
231,resistant,0.100000,10,96,"[ 0.03639805  0.03509893  0.0337203   0.03565196  0.03480905  0.034977
  0.03474103  0.03320156  0.03668782  0.0307706   0.03414161  0.03781869
  0.0352221   0.0364827   0.03480499  0.03422935  0.0335486   0.03603665
  0.03362867  0.03510182  0.03715273  0.0420869   0.03542623  0.0385578
  0.03504888  0.02860389  0.03522315  0.03502671  0.03748776  0.03598722
  0.03395051  0.03361353  0.03391791  0.02851557  0.03469363  0.03382245
  0.03946989  0.03868374  0.03491405  0.03496822  0.03261031  0.0344215
  0.03550396  0.03301889  0.03596454  0.03579263  0.03685465  0.03543029
  0.03548069  0.03428561  0.03387771  0.03572892  0.03531546  0.03287502
  0.03449478  0.03237633  0.03142646  0.03502662  0.03423876  0.03724516
  0.03379907  0.03327286  0.03954064  0.03518908  0.04017258  0.03606295
  0.0345731 ]"
234,resistant,0.500000,100,384,"[ 0.03495521  0.03499455  0.0350427   0.0352733   0.03479196  0.0347733
  0.03524509  0.03485151  0.03490614  0.03497741  0.03521068  0.03453655
  0.03497579  0.03466313  0.03507237  0.03552045  0.03539807  0.03524098
  0.03489842  0.03475978  0.03517113  0.0352729   0.03507241  0.03522292
  0.03457736  0.03499712  0.03499025  0.03499362  0.03477092  0.03472038
  0.03495155  0.03476225  0.03541468  0.03452992  0.03509017  0.03498151
  0.03510403  0.03499235  0.03497612  0.03518502  0.03497459  0.03503948
  0.03530858  0.03516289  0.03460581  0.03485879  0.03501496  0.03530403
  0.0350871   0.03491678  0.03520467  0.03485069  0.03491591  0.03538453
  0.03501563  0.03523402  0.03510766  0.03515471  0.03500379  0.03504466
  0.03522575  0.03491319  0.03540376  0.03468895  0.03497142  0.0351359
  0.0351396   0.03497762  0.03472451  0.0350498   0.03504662  0.03494366
  0.03506503  0.03509517  0.03495618  0.03501489  0.03491616  0.03529261
  0.0346975   0.03494966  0.03496637  0.03490526  0.03525718  0.03504668
  0.03469135  0.03497565  0.03475965  0.03468697  0.03516137  0.0344387
  0.03541812  0.03495822  0.03509384  0.03516995  0.03536388  0.03495765
  0.0352968   0.0346659   0.03483567  0.03546086  0.03523783  0.03501993
  0.03549876  0.03515786  0.03501281  0.0348128   0.03471936  0.03493833
  0.03491184  0.03507234  0.03484577  0.03495923  0.03490335  0.03532569
  0.03516158  0.03507913  0.03493163  0.03495599  0.03475828  0.03501915
  0.03469157  0.03497057  0.03490752  0.03493378  0.03518039  0.03486088
  0.03486764  0.03505138  0.03494543  0.03536458  0.03535396  0.03472319
  0.03467706  0.03496296  0.03460816  0.03467415  0.03526381  0.03444939
  0.03531746  0.03510668  0.03496971  0.03486901  0.03504773  0.03475668
  0.0349575   0.03482921  0.03502759  0.0345337   0.03501262  0.03509688
  0.03478093  0.03511479  0.03517782  0.03521426  0.03511142  0.0348559
  0.03526914  0.034895    0.03513993  0.03548203  0.03493646  0.03527724
  0.03515333  0.03502109  0.03519144  0.03488352  0.03517533  0.03522914
  0.0344895   0.03496969  0.03505533  0.03482744  0.03480783  0.03511456
  0.03500041  0.03527572  0.03505847  0.03508654  0.03513545  0.03483735
  0.03491195  0.03486379  0.03512513  0.03512685  0.03475271  0.03488663
  0.03484906  0.03538404  0.0348283   0.03561186  0.03533959  0.03514504
  0.03501659  0.03436667  0.03503644  0.03496259  0.0351124   0.0350285
  0.03484513  0.03541527  0.03507352  0.03487419  0.03480126  0.03489793
  0.03497443  0.03490488  0.03487985  0.03480184  0.03504029  0.03496455
  0.03502646  0.03497418  0.03487802  0.03525787  0.03436409  0.03519622
  0.03493757  0.03537889  0.03514665  0.03518313  0.03507921  0.03495391
  0.03489587  0.03471067  0.03508177  0.03484226  0.03494671  0.03520221
  0.03477055  0.03499551  0.03475197  0.0349319   0.03498111  0.03529223
  0.03522505  0.0348616   0.03507535  0.03484946  0.03505047  0.0351328
  0.03501194  0.03504049  0.03510784  0.03500074  0.03498889  0.03518787
  0.03485025  0.03524212  0.03485812  0.03517299  0.03524785  0.03510901
  0.03490435  0.03509678  0.03504389  0.03476711  0.03504409  0.03508101
  0.03479162  0.03499612  0.03466316  0.0345208   0.03514602  0.03490144
  0.03478045  0.03490715  0.03476356  0.03504809  0.03507806  0.03499594
  0.03458331  0.03526461  0.03502228  0.03507024  0.03530437  0.03498208
  0.03484106  0.03492153  0.03494549  0.03449423  0.03507104  0.03503216
  0.03539735  0.03509696  0.03536798  0.03479771  0.03495271  0.03503082
  0.0350003   0.03522777  0.03507675  0.03473871  0.03540666  0.03479777
  0.03517724  0.03504946  0.03517497  0.0349728   0.03510374  0.03505061
  0.03479755  0.03491294  0.03492241  0.03477632  0.03499334  0.03522922
  0.03487183  0.03501054  0.03434343  0.03509882  0.03525899  0.03486025
  0.0350576   0.03461213  0.03496467  0.03531151  0.03479889  0.03490615
  0.03471687  0.03476736  0.03486115  0.03517817  0.03487517  0.03514204
  0.03467555  0.03516681  0.03523342  0.03491381  0.03497838  0.0350385
  0.03504504  0.03463033  0.03517384  0.03509553  0.03518073  0.03484447
  0.03552307  0.03542412  0.03522159  0.03468616  0.03460882  0.03517059
  0.03474067  0.03511483  0.03496116  0.03501606  0.03531706  0.03502883
  0.03549516  0.03526791  0.03491196  0.03504361  0.03483359  0.034887
  0.03510112  0.03503239  0.03514172  0.03479712  0.03450882  0.03469944
  0.03492165  0.03490501  0.03483509  0.03483493  0.03505788  0.03508045
  0.03467011  0.03467256  0.03524435  0.03519765  0.03519868  0.03479436
  0.03555454  0.03480358  0.03522209  0.03535894  0.03491316  0.03492681
  0.0347013   0.03506522  0.0350448   0.03475246  0.03483922  0.03488336]"
235,resistant,0.100000,100,96,"[ 0.03571036  0.03456896  0.0352299   0.0348041   0.03380864  0.03483206
  0.03400286  0.03502637  0.03480241  0.03454389  0.03510171  0.03542827
  0.03509979  0.03609131  0.03460146  0.03489596  0.03433559  0.03552624
  0.03536472  0.03538244  0.03501162  0.03523703  0.03463703  0.03443621
  0.03503636  0.03464425  0.03576602  0.03428506  0.03619311  0.03482838
  0.03512386  0.03403623  0.03445672  0.03563417  0.03512853  0.03543891
  0.03592066  0.03548976  0.03591191  0.03510499  0.03512523  0.03421207
  0.03565179  0.03507195  0.03501105  0.03546312  0.03574563  0.03511163
  0.03514039  0.03526538  0.0354497   0.03445793  0.03389279  0.03570512
  0.03534     0.03519453  0.03514707  0.03523417  0.03489053  0.03468511
  0.03492056  0.03460165  0.0348955   0.03505541  0.03540502  0.03544416
  0.03454334  0.03548433  0.03527864  0.03463294  0.03534007  0.03469119
  0.03456195  0.03529177  0.03549915  0.03496499  0.03522242  0.03443457
  0.03495892  0.03430413  0.03465824  0.0346513   0.03462396  0.03521693
  0.03576375  0.0353895   0.03496751  0.03483435  0.03505507  0.03476111
  0.03504746  0.03490501  0.03403978  0.03449085  0.03440757  0.03550311]"
237,resistant,0.001000,100,1536,"[ 0.03502254  0.03723199  0.0348131   0.03626116  0.03602829  0.04061869
  0.0345084   0.03312346  0.03531512  0.03461706  0.03438627  0.0350495
  0.03518467  0.03159798  0.03348203  0.03190792  0.03507358  0.03327584
  0.03359581  0.03350741  0.03704512  0.03605045  0.0370157   0.03605145
  0.03544816  0.0347655   0.03598889  0.03519047  0.02260077  0.03525954
  0.03426042  0.03312838  0.03492886  0.0374598   0.03540781  0.0314324
  0.01328991  0.03415599  0.03617507  0.03568821  0.03473434  0.03463978
  0.03572732  0.03491151  0.03989592  0.03441233  0.0312427   0.0302572
  0.03673741  0.03376309  0.03538132  0.03547688  0.03811057  0.03745244
  0.03391466  0.03604057  0.03603716  0.0336206   0.03146544  0.02655631
  0.0347816   0.03429812  0.03315771  0.03411355  0.03571289  0.0228093
  0.03232452  0.03417865  0.03646113  0.03518894  0.0359579   0.03530845
  0.03555011  0.03550484  0.03354908  0.03230252  0.02928332  0.03505505
  0.03556857  0.0349968   0.03204672  0.03541134  0.03449159  0.03689617
  0.03625987  0.0340029   0.03933625  0.03456332  0.03561724  0.03627338
  0.03389368  0.03638404  0.03596415  0.03221983  0.0339567   0.03398805
  0.03649865  0.03346371  0.03490354  0.03162726  0.03475702  0.03385451
  0.03669578  0.03413376  0.03474699  0.03702822  0.03539964  0.03550851
  0.0353427   0.03568754  0.03744536  0.03444593  0.03615976  0.0292631
  0.03470658  0.03410242  0.03426278  0.03665543  0.0352511   0.0362207
  0.03496548  0.03506555  0.03869088  0.03724407  0.03636457  0.03510449
  0.03451166  0.03548611  0.023838    0.03398025  0.03410456  0.03435216
  0.03628907  0.03483678  0.03564992  0.0362925   0.03619272  0.03486717
  0.03436505  0.03229172  0.03597113]"
241,resistant,0.500000,1,384,"[ 0.03359033  0.03777745  0.03279828  0.03535969  0.02987332  0.03616921
  0.03531223  0.03433445  0.03380364  0.03686252  0.0318102   0.03496406
  0.03163649  0.03709696  0.03623653  0.03563859  0.03615042  0.03090684
  0.03340716  0.03357027  0.03299009  0.03637205  0.04121815  0.03578839
  0.03631639  0.03483556  0.03436392  0.03578563  0.0332842   0.03253348
  0.03527908  0.034994    0.03514854  0.03346671  0.03323155  0.03647467
  0.03397737  0.03540132  0.03506377  0.03864688  0.03482876  0.02302545
  0.03641585  0.03457358  0.03316463  0.03594779  0.03510257  0.03424402
  0.03557298  0.03405572  0.03608577  0.03021286  0.03486191  0.03379408
  0.03487723  0.03591463  0.03426608  0.03581984  0.03465288  0.03578156
  0.03519111  0.0266581   0.03552361  0.03515488  0.03672885  0.03363996
  0.03596958  0.03296628  0.03371817  0.03695429  0.0347095   0.03386923
  0.03586712  0.03670747  0.03627364  0.03570828  0.03573628  0.03539585
  0.03457693  0.03523183  0.03556534  0.03530246  0.03475008  0.03486886
  0.03462602  0.03712533  0.03557989  0.03380362  0.03502766  0.0352679
  0.0352141   0.03528793  0.03525038  0.03514574  0.03463518  0.03489393
  0.03527416  0.03498404  0.03318402  0.03169125  0.03617738  0.03554521
  0.03570734  0.03610994  0.03304545  0.03243959  0.03664862  0.03501363
  0.03226885  0.03545213  0.03620485  0.02791202  0.03531441  0.02924393
  0.03769499  0.03439301  0.03303415  0.03512005  0.0249892   0.03533214
  0.01829766  0.03583785  0.03684579  0.0343376   0.03763917  0.03575517
  0.03664919  0.03366942  0.03608023  0.0352393   0.03377922  0.03442071
  0.03536873  0.03798529  0.03817131  0.03341724  0.0340806 ]"
244,resistant,0.000000,1,384,[]
245,resistant,0.000000,5,1536,[]
247,resistant,0.500000,5,96,"[ 0.03599292  0.03308139  0.03427972  0.03536362  0.03407856  0.03468371
  0.03435834  0.03446125  0.03487297  0.03487479  0.03280711  0.03504715
  0.03488036  0.03463015  0.03469137  0.03514476  0.03542272  0.03261631
  0.03455815  0.03362946  0.03468281  0.03374469  0.03523927  0.03423875
  0.03502161  0.03435607  0.03698316  0.03367734  0.03505193  0.0366513
  0.03780317  0.0333826   0.03490344  0.03428762  0.03773798  0.03318302
  0.03393671  0.03531314  0.03477106  0.03651389  0.03493333  0.03443955
  0.03500413  0.03345624  0.03396931  0.03514981  0.03243681  0.03541144
  0.03536517  0.03440291  0.03729829  0.03561665  0.03755319  0.03530226
  0.03531874  0.0358624   0.0358484   0.03452089  0.03498232  0.03562969
  0.03609104  0.03516158  0.03279868  0.03464877  0.0383279   0.03446494
  0.03562825  0.03432337  0.0350522   0.03567458  0.03551725  0.03356691
  0.0361389   0.03510264  0.03560261  0.03435567  0.03600818  0.03482435
  0.03419662  0.03250174  0.03459618  0.03744913  0.03488318  0.03510346
  0.03434677  0.03527603  0.03509576  0.03680064  0.03358751  0.03479278
  0.03764355  0.03585   ]"
249,resistant,0.000010,100,1536,[ 0.03668904]
252,resistant,0.010000,5,1536,"[ 0.03778943  0.03438958  0.03712443  0.03544137  0.02885447  0.03463374
  0.03410029  0.03640818  0.03147752  0.03287471  0.03387072  0.03057259
  0.03472345  0.03380935  0.03122236  0.03678076  0.03642261  0.03050027
  0.0373008   0.03471209  0.03600447  0.03563773  0.03549369  0.03332995
  0.03673266  0.03114354  0.03412188  0.03432688  0.03398001  0.03422395
  0.03407171  0.03730969  0.03233633  0.03380274  0.03546411  0.03323862
  0.03304308  0.03486102  0.03656602  0.03547633  0.03223746  0.03571688
  0.03646662  0.03399759  0.03489403  0.03672665  0.03295416  0.03650028
  0.0357779   0.03338857  0.03557422  0.03358304  0.03304238  0.03579026
  0.03476761  0.03519048  0.03875931  0.03235362  0.03513536  0.03729891
  0.03456185]"
253,resistant,0.000001,100,384,[]
257,resistant,0.000001,10,384,[]
258,resistant,0.000100,100,384,[ 0.03675263  0.03542591]
259,resistant,1.000000,5,96,"[ 0.0347584   0.03453187  0.03457089  0.03537539  0.03465384  0.03545776
  0.03437966  0.03457756  0.03519335  0.03491074  0.03394755  0.03346523
  0.03465401  0.03525463  0.03571284  0.03333928  0.0344346   0.03561274
  0.03547715  0.03640204  0.03507828  0.03445423  0.03504172  0.03301807
  0.03471203  0.03368121  0.0351386   0.03594644  0.03512276  0.03550298
  0.03591476  0.03409757  0.03407671  0.03540116  0.03596389  0.03400401
  0.0355742   0.03550362  0.03438846  0.03410671  0.03398816  0.03443933
  0.0359035   0.03407924  0.03556766  0.03522261  0.0357387   0.03425437
  0.03248924  0.03534826  0.03382782  0.03437034  0.03552607  0.03484455
  0.0353339   0.0350968   0.03456791  0.03485251  0.03356805  0.03466856
  0.03434944  0.03505727  0.03495722  0.03497653  0.03362108  0.03522209
  0.03498127  0.03556169  0.03236596  0.03405237  0.03647491  0.03509885
  0.03620806  0.0349941   0.03044323  0.03417206  0.03446632  0.03629716
  0.03455185  0.03616105  0.03451229  0.0349128   0.0351994   0.03595984
  0.03491026  0.03492179  0.03494584  0.03597401  0.0350862   0.0342423
  0.03457826  0.03505323  0.03220613  0.03422383  0.03513088  0.03603175]"
260,resistant,0.000010,5,1536,[]
261,resistant,0.200000,100,96,"[ 0.03539535  0.03512489  0.03473377  0.03494806  0.03504574  0.03416747
  0.03518742  0.03559067  0.03477713  0.03484135  0.03494985  0.03454824
  0.03489616  0.03465925  0.03532822  0.03540372  0.03450832  0.03517868
  0.03534238  0.0355201   0.03452972  0.03484979  0.03505403  0.03488777
  0.03521682  0.03452216  0.03505071  0.03514273  0.03517999  0.03458121
  0.03477875  0.03501871  0.03485878  0.0352522   0.03475644  0.03498418
  0.03505181  0.03492133  0.03524477  0.03520729  0.03484921  0.03502632
  0.0346965   0.03449742  0.03475853  0.03502415  0.03531954  0.03484171
  0.03433831  0.0350422   0.03497075  0.03480448  0.03457514  0.03505257
  0.03460889  0.03497355  0.03471159  0.03565446  0.0352095   0.03476209
  0.03547677  0.03513346  0.03467526  0.03477059  0.03476819  0.03566719
  0.0345549   0.03454562  0.03592886  0.03557113  0.03514274  0.03593448
  0.03472058  0.03524006  0.03504846  0.03501172  0.03485907  0.03487979
  0.03489853  0.0349573   0.03496446  0.03525347  0.03516712  0.03542886
  0.03532634  0.03483144  0.03522116  0.03495849  0.03487527  0.03507762
  0.03522624  0.03505243  0.03532331  0.03484366  0.03464477  0.03508747]"
262,resistant,0.000001,5,384,[]
263,resistant,0.200000,10,384,"[ 0.03372614  0.03541695  0.03424979  0.03461455  0.03567714  0.03494652
  0.03732884  0.03606524  0.03435462  0.03756208  0.03454173  0.03453297
  0.03411604  0.034157    0.03012043  0.03559026  0.03529219  0.03618681
  0.03591757  0.03473043  0.03195303  0.03425342  0.03510296  0.03409086
  0.0344419   0.03760315  0.03408182  0.03544528  0.03337245  0.03584733
  0.03452959  0.0350048   0.03393046  0.          0.0296466   0.0345366
  0.03465971  0.03581977  0.03523396  0.03454805  0.03563051  0.03432558
  0.03513621  0.03510744  0.03578359  0.03567451  0.03528221  0.03479772
  0.03551453  0.03621523  0.0347234   0.03598982  0.03511401  0.03514808
  0.03478427  0.0349136   0.03449374  0.03659217  0.03487798  0.03565677
  0.03572702  0.03372755  0.03483796  0.03482775  0.03574959  0.03449832
  0.03413854  0.03666002  0.03581949  0.03450041  0.03600967  0.03366359
  0.03473847  0.03511764  0.0376678   0.0375347   0.03601643  0.03379708
  0.03376309  0.03388463  0.03326097  0.03534823  0.03482184  0.03625221
  0.03219396  0.0365677   0.03578789  0.03454106  0.03467727  0.03454198
  0.03481723  0.03471504  0.03511549  0.03499475  0.03416494  0.03479409
  0.03250953  0.03567984  0.02811793  0.0313142   0.03152495  0.03511847
  0.03621393  0.02110311  0.0347521   0.03540343  0.03511061  0.03500825
  0.03401962  0.03411762  0.0330976   0.03522675  0.03539806  0.03564489
  0.03503461  0.03531963  0.03480538  0.03616151  0.03604856  0.03514495
  0.0355833   0.0380499   0.03550886  0.03544223  0.03600635  0.03428391
  0.03512776  0.03107343  0.03518224  0.03655074  0.03320174  0.03376816
  0.03481888  0.03517601  0.03437932  0.03528438  0.03553228  0.03523169
  0.03336879  0.03078302  0.03598136  0.0347523   0.03576353  0.03575781
  0.03616066  0.03468519  0.03563648  0.04128594  0.03398117  0.03854848
  0.03585078  0.03420206  0.03513955  0.03217689  0.03201846  0.035103
  0.03795178  0.02829885  0.03440317  0.03479135  0.03772492  0.03203646
  0.04230907  0.03538418  0.03340028  0.01523504  0.03480789  0.03497589
  0.03529634  0.03422299  0.03650115  0.03526581  0.03503376  0.03551796
  0.01200779  0.03485135  0.03318469  0.0351959   0.03532978  0.04271901
  0.03545983  0.03477405  0.03512722  0.03333966  0.0347886   0.03523417
  0.03512728  0.03405989  0.03472124  0.03442811  0.0344064   0.03406253
  0.03490373  0.03539738  0.03529766  0.03278433  0.03598992  0.03541182
  0.03499289  0.03355229  0.03602814  0.03520238  0.03474825  0.03426258
  0.03659337  0.03443519  0.03488512  0.03465378  0.03428894  0.01533897
  0.03635394  0.03399803  0.03543838  0.03505924  0.03410603  0.03427423
  0.03742625  0.03458723  0.03507391  0.03535006  0.03515628  0.03575811
  0.0361057   0.03446218  0.03521263  0.0363227   0.03505035  0.03405822
  0.0354718   0.03608885  0.03489957  0.03179742  0.03420935  0.03486588
  0.03743702  0.03602609  0.03543839  0.02911342  0.03582419  0.03806713
  0.03671044  0.03568219  0.03605345  0.03663222  0.03380448  0.02791528
  0.03529843  0.03418158  0.03513722  0.03629283  0.03547532  0.03532905
  0.0330121   0.03621085  0.03448739  0.03491011  0.03459377  0.03474155
  0.03172171  0.03088156  0.03503942  0.03473855  0.03590444  0.03481663
  0.03373852  0.03541533  0.03457406  0.03500767  0.03682336  0.0345768
  0.02572222  0.03534129  0.03529337  0.03400202  0.03525334  0.03407979
  0.03484444  0.04734945  0.02592386  0.03515243  0.03524546  0.03559142
  0.03449556  0.03560781  0.03418732  0.03502042  0.03675505  0.03531224
  0.03539291  0.0353757   0.03517629  0.03845886  0.03479354  0.03468941
  0.0350397   0.03399861  0.03485415  0.03421473  0.03528735  0.03452664
  0.03391788  0.03249392  0.03495994  0.03423571  0.03519013  0.03478716
  0.03419606  0.03414211  0.03732063  0.03345268  0.03531881  0.03410774
  0.03596566  0.03456027  0.03539538  0.03475451  0.03476817  0.03545053
  0.03419566  0.03867542  0.03327049  0.03543367]"
