,p-value,cell.line,DIP Rate,Division Rate,Death Rate,param.pair,Cell Line
90,5.123422232683502e-16,not.assigned,-0.001,0.026,0.027,90,not.assigned
91,3.5887933346375374e-22,not.assigned,-0.001,0.026,0.027,91,not.assigned
92,1.125214262087071e-16,not.assigned,-0.001,0.026,0.027,92,not.assigned
93,1.485118065422499e-05,not.assigned,0.0,0.026,0.026,93,not.assigned
94,8.393906075076337e-06,not.assigned,0.0,0.026,0.026,94,not.assigned
95,4.872127517474896e-07,not.assigned,0.0,0.026,0.026,95,not.assigned
96,0.0002323393285560741,not.assigned,0.001,0.026,0.024999999999999998,96,not.assigned
97,0.018793072225221044,not.assigned,0.001,0.026,0.024999999999999998,97,not.assigned
98,0.024103827251956523,not.assigned,0.001,0.026,0.024999999999999998,98,not.assigned
99,3.176458349043231e-18,not.assigned,-0.001,0.026,0.027,99,not.assigned
100,1.4990600652386315e-12,not.assigned,-0.001,0.026,0.027,100,not.assigned
101,3.8267225092673867e-19,not.assigned,-0.001,0.026,0.027,101,not.assigned
102,4.306055427898594e-09,not.assigned,0.0,0.026,0.026,102,not.assigned
103,1.5830835450802943e-09,not.assigned,0.0,0.026,0.026,103,not.assigned
104,1.1231101732272928e-05,not.assigned,0.0,0.026,0.026,104,not.assigned
105,0.00028670020426448584,not.assigned,0.001,0.026,0.024999999999999998,105,not.assigned
106,0.00029666110308983803,not.assigned,0.001,0.026,0.024999999999999998,106,not.assigned
107,0.03140572719631002,not.assigned,0.001,0.026,0.024999999999999998,107,not.assigned
108,4.216125970494645e-20,not.assigned,-0.001,0.027,0.028,108,not.assigned
109,1.9050911829726295e-17,not.assigned,-0.001,0.027,0.028,109,not.assigned
110,7.18009687429161e-17,not.assigned,-0.001,0.027,0.028,110,not.assigned
111,1.5622873897621675e-08,not.assigned,0.0,0.027,0.027,111,not.assigned
112,2.177863107527038e-07,not.assigned,0.0,0.027,0.027,112,not.assigned
113,1.381266887252539e-06,not.assigned,0.0,0.027,0.027,113,not.assigned
114,0.002018547135580963,not.assigned,0.001,0.027,0.026,114,not.assigned
115,0.07803414229634896,not.assigned,0.001,0.027,0.026,115,not.assigned
116,0.13249465173747893,PC9-DS8,0.001,0.027,0.026,116,PC9-DS8.1
117,5.544669901185259e-19,not.assigned,-0.001,0.027,0.028,117,not.assigned
118,6.405854271832983e-17,not.assigned,-0.001,0.027,0.028,118,not.assigned
119,6.507775383093434e-16,not.assigned,-0.001,0.027,0.028,119,not.assigned
120,1.8142169425905588e-06,not.assigned,0.0,0.027,0.027,120,not.assigned
121,9.764425416949518e-06,not.assigned,0.0,0.027,0.027,121,not.assigned
122,0.0036582924938538862,not.assigned,0.0,0.027,0.027,122,not.assigned
123,0.0005038971612336511,not.assigned,0.001,0.027,0.026,123,not.assigned
124,0.06348190532394253,not.assigned,0.001,0.027,0.026,124,not.assigned
125,0.09204144500608712,not.assigned,0.001,0.027,0.026,125,not.assigned
126,2.8584224807682555e-21,not.assigned,-0.001,0.027,0.028,126,not.assigned
127,4.893641907144726e-18,not.assigned,-0.001,0.027,0.028,127,not.assigned
